Date,Xmin,Ymin,Xmax,Ymax
2021-11-30,81.81818181818186,321.2975620870358,87.16577540106955,402.7511961722488
2021-12-01,88.50267379679148,330.18341307815,93.85026737967918,419.0419229892915
2021-12-02,95.1871657754011,399.78924584187746,100.5347593582888,419.0419229892915
2021-12-03,101.87165775401073,347.95511506037826,107.21925133689842,419.0419229892915
2021-12-06,108.55614973262036,342.0312143996356,113.90374331550805,362.7648667122352
2021-12-07,115.24064171122998,371.6507177033494,120.58823529411768,380.5365686944634
2021-12-08,121.92513368983961,370.16974253816363,127.27272727272731,386.4604693552063
2021-12-09,128.60962566844924,380.5365686944634,133.95721925133694,389.42241968557767
2021-12-10,135.29411764705887,370.16974253816363,140.64171122994657,393.8653451811348
2021-12-13,141.97860962566847,373.13169286853497,147.32620320855617,407.1941216678059
2021-12-14,148.6631016042781,359.80291638186384,154.0106951871658,408.6750968329917
2021-12-15,155.34759358288773,361.2838915470496,160.69518716577542,374.61266803372075
2021-12-16,162.03208556149735,374.61266803372075,167.37967914438505,389.42241968557767
2021-12-17,168.71657754010698,370.16974253816363,174.06417112299468,392.384370015949
2021-12-20,175.4010695187166,361.2838915470496,180.7486631016043,408.6750968329917
2021-12-21,182.08556149732624,387.9414445203919,187.43315508021394,408.6750968329917
2021-12-22,188.77005347593587,399.78924584187746,194.11764705882356,408.6750968329917
2021-12-23,195.4545454545455,35.46935520619752,200.8021390374332,399.78924584187746
2021-12-24,202.13903743315512,29.545454545454618,207.48663101604282,251.69172932330832
2021-12-27,208.82352941176478,189.49077238550933,214.17112299465248,299.0829346092504
2021-12-28,215.50802139037438,285.75415812257927,220.85561497326208,336.1073137388927
2021-12-29,222.192513368984,238.3629528366372,227.5401069518717,315.3736614262931
2021-12-30,228.87700534759364,251.69172932330832,234.22459893048133,319.8165869218502
2022-01-03,235.56149732620327,293.1590339485077,240.90909090909096,312.41171109592176
2022-01-04,242.2459893048129,79.89861016176826,247.5935828877006,284.2731829573935
2022-01-05,248.93048128342252,62.12690817953978,254.27807486631022,150.98541809068126
2022-01-06,255.61497326203215,115.44201412622476,260.9625668449199,198.37662337662357
2022-01-07,262.2994652406418,124.327865117339,267.6470588235295,189.49077238550933
2022-01-10,268.9839572192514,118.4039644565961,274.33155080213913,174.68102073365242
2022-01-11,275.66844919786104,133.213716108453,281.01604278074876,195.414673046252
2022-01-12,282.35294117647067,171.71907040328108,287.7005347593584,198.37662337662357
2022-01-13,289.0374331550803,164.31419457735262,294.38502673796796,192.45272271588067
2022-01-14,295.7219251336899,130.25176577808168,301.0695187165776,204.30052403736624
2022-01-17,302.40641711229955,106.55616313511052,307.7540106951872,174.68102073365242
2022-01-18,309.0909090909092,133.213716108453,314.43850267379685,168.75712007290974
2022-01-19,315.7754010695188,162.83321941216684,321.1229946524065,174.68102073365242
2022-01-20,322.4598930481284,142.09956709956725,327.80748663101605,186.528822055138
2022-01-21,329.14438502673806,148.02346776030993,334.49197860962573,182.08589655958087
2022-01-24,335.82887700534764,180.6049213943951,341.1764705882353,235.40100250626585
2022-01-25,342.5133689839573,196.8956482114378,347.860962566845,260.57758031442256
2022-01-26,349.1978609625669,213.18637502848048,354.54545454545456,275.3873319662795
2022-01-27,355.8823529411766,290.1970836181364,361.22994652406425,362.7648667122352
2022-01-28,362.56684491978615,305.0068352699933,367.9144385026738,374.61266803372075
2022-02-03,369.25133689839583,279.8302574618366,374.5989304812835,328.7024379129642
2022-02-04,375.9358288770054,263.5395306447939,381.2834224598931,294.6400091136935
2022-02-07,382.6203208556151,251.69172932330832,387.96791443850276,278.3492822966508
2022-02-08,389.30481283422466,257.6156299840512,394.65240641711233,278.3492822966508
2022-02-09,395.98930481283435,257.6156299840512,401.336898395722,270.94440647072236
2022-02-10,402.6737967914439,257.6156299840512,408.0213903743316,281.31123262702215
2022-02-11,409.3582887700536,269.4634313055366,414.7058823529413,303.5258601048075
2022-02-14,416.0427807486632,273.9063568010937,421.39037433155084,327.2214627477787
2022-02-15,422.72727272727286,272.42538163590814,428.07486631016053,312.41171109592176
2022-02-16,429.41176470588243,284.2731829573935,434.7593582887701,305.0068352699933
2022-02-17,436.0962566844921,276.86830713146503,441.4438502673798,312.41171109592176
2022-02-18,442.7807486631017,288.7161084529506,448.12834224598936,309.4497607655504
2022-02-21,449.4652406417114,284.2731829573935,454.81283422459904,305.0068352699933
2022-02-22,456.14973262032095,290.1970836181364,461.4973262032086,307.96878560036464
2022-02-23,462.83422459893063,281.31123262702215,468.1818181818183,305.0068352699933
2022-02-24,469.5187165775402,284.2731829573935,474.8663101604279,316.8546365914789
2022-02-25,476.2032085561499,296.12098427887906,481.55080213903756,319.8165869218502
2022-02-28,482.88770053475946,296.12098427887906,488.23529411764713,310.930735930736
2022-03-02,489.57219251336903,282.79220779220793,494.9197860962567,297.60195944406485
2022-03-03,496.2566844919787,278.3492822966508,501.6042780748664,299.0829346092504
2022-03-04,502.9411764705883,266.50148097516524,508.288770053476,310.930735930736
2022-03-07,509.625668449198,281.31123262702215,514.9732620320857,299.0829346092504
2022-03-08,516.3101604278075,284.2731829573935,521.6577540106953,310.930735930736
2022-03-10,522.9946524064171,276.86830713146503,528.3422459893048,303.5258601048075
2022-03-11,529.6791443850268,290.1970836181364,535.0267379679145,306.48781043517886
2022-03-14,536.3636363636364,288.7161084529506,541.7112299465241,313.8926862611073
2022-03-15,543.0481283422461,306.48781043517886,548.3957219251338,337.58828890407847
2022-03-16,549.7326203208556,322.77853725222155,555.0802139037434,333.14536340852135
2022-03-17,556.4171122994653,312.41171109592176,561.764705882353,339.06926406926425
2022-03-18,563.1016042780749,319.8165869218502,568.4491978609626,359.80291638186384
2022-03-21,569.7860962566846,330.18341307815,575.1336898395723,350.9170653907496
2022-03-22,576.4705882352941,302.04488493962197,581.8181818181819,349.43609022556404
2022-03-23,583.1550802139038,290.1970836181364,588.5026737967916,313.8926862611073
2022-03-24,589.8395721925135,294.6400091136935,595.1871657754012,316.8546365914789
2022-03-25,596.5240641711231,310.930735930736,601.8716577540108,319.8165869218502
2022-03-28,603.2085561497328,322.77853725222155,608.5561497326205,336.1073137388927
2022-03-29,609.8930481283423,327.2214627477787,615.2406417112301,336.1073137388927
2022-03-30,616.577540106952,322.77853725222155,621.9251336898398,337.58828890407847
2022-03-31,623.2620320855616,316.8546365914789,628.6096256684493,340.5502392344498
2022-04-01,629.9465240641712,310.930735930736,635.2941176470589,333.14536340852135
2022-04-04,636.6310160427809,299.0829346092504,641.9786096256686,325.7404875825929
2022-04-05,643.3155080213904,293.1590339485077,648.6631016042782,325.7404875825929
2022-04-06,650.0000000000001,305.0068352699933,655.3475935828878,328.7024379129642
2022-04-07,656.6844919786097,315.3736614262931,662.0320855614974,334.62633857370713
2022-04-08,663.3689839572194,281.31123262702215,668.7165775401071,350.9170653907496
2022-04-11,670.0534759358289,279.8302574618366,675.4010695187167,296.12098427887906
2022-04-12,676.7379679144386,291.67805878332194,682.0855614973264,310.930735930736
2022-04-13,683.4224598930482,288.7161084529506,688.7700534759359,307.96878560036464
2022-04-14,690.1069518716579,254.65367965367966,695.4545454545456,299.0829346092504
2022-04-15,696.7914438502675,257.6156299840512,702.1390374331552,303.5258601048075
2022-04-18,703.4759358288771,290.1970836181364,708.8235294117649,312.41171109592176
2022-04-19,710.1604278074867,285.75415812257927,715.5080213903744,309.4497607655504
2022-04-20,716.8449197860964,284.2731829573935,722.1925133689841,305.0068352699933
2022-04-21,723.529411764706,281.31123262702215,728.8770053475937,309.4497607655504
2022-04-22,730.2139037433157,284.2731829573935,735.5614973262034,303.5258601048075
2022-04-25,736.8983957219252,293.1590339485077,742.245989304813,316.8546365914789
2022-04-26,743.5828877005349,290.1970836181364,748.9304812834226,321.2975620870358
2022-04-27,750.2673796791445,313.8926862611073,755.6149732620322,334.62633857370713
2022-04-28,756.9518716577542,302.04488493962197,762.2994652406419,328.7024379129642
