Date,Xmin,Ymin,Xmax,Ymax
2021-11-30,81.81818181818186,353.7610619469027,87.16577540106955,416.51246983105386
2021-12-01,88.50267379679148,406.05390185036197,93.85026737967918,437.42960579243766
2021-12-02,95.1871657754011,400.824617860016,100.5347593582888,432.2003218020917
2021-12-03,101.87165775401073,369.44891391794056,107.21925133689842,406.05390185036197
2021-12-06,108.55614973262036,364.2196299275946,113.90374331550805,385.1367658889782
2021-12-07,115.24064171122998,364.2196299275946,120.58823529411768,379.9074818986322
2021-12-08,121.92513368983961,348.53177795655677,127.27272727272731,379.9074818986322
2021-12-09,128.60962566844924,338.07320997586487,133.95721925133694,369.44891391794056
2021-12-10,135.29411764705887,348.53177795655677,140.64171122994657,369.44891391794056
2021-12-13,141.97860962566847,332.8439259855189,147.32620320855617,358.99034593724866
2021-12-14,148.6631016042781,348.53177795655677,154.0106951871658,364.2196299275946
2021-12-15,155.34759358288773,343.3024939662108,160.69518716577542,364.2196299275946
2021-12-16,162.03208556149735,338.07320997586487,167.37967914438505,358.99034593724866
2021-12-17,168.71657754010698,332.8439259855189,174.06417112299468,353.7610619469027
2021-12-20,175.4010695187166,338.07320997586487,180.7486631016043,358.99034593724866
2021-12-21,182.08556149732624,343.3024939662108,187.43315508021394,358.99034593724866
2021-12-22,188.77005347593587,332.8439259855189,194.11764705882356,358.99034593724866
2021-12-23,195.4545454545455,317.1560740144811,200.8021390374332,353.7610619469027
2021-12-24,202.13903743315512,311.92679002413513,207.48663101604282,332.8439259855189
2021-12-27,208.82352941176478,311.92679002413513,214.17112299465248,332.8439259855189
2021-12-28,215.50802139037438,317.1560740144811,220.85561497326208,332.8439259855189
2021-12-29,222.192513368984,343.3024939662108,227.5401069518717,364.2196299275946
2021-12-30,228.87700534759364,348.53177795655677,234.22459893048133,379.9074818986322
2022-01-03,235.56149732620327,374.6781979082865,240.90909090909096,390.3660498793241
2022-01-04,242.2459893048129,374.6781979082865,247.5935828877006,395.59533386967007
2022-01-05,248.93048128342252,379.9074818986322,254.27807486631022,395.59533386967007
2022-01-06,255.61497326203215,385.1367658889782,260.9625668449199,421.7417538213998
2022-01-07,262.2994652406418,390.3660498793241,267.6470588235295,416.51246983105386
2022-01-10,268.9839572192514,390.3660498793241,274.33155080213913,416.51246983105386
2022-01-11,275.66844919786104,406.05390185036197,281.01604278074876,432.2003218020917
2022-01-12,282.35294117647067,411.2831858407079,287.7005347593584,426.97103781174576
2022-01-13,289.0374331550803,395.59533386967007,294.38502673796796,426.97103781174576
2022-01-14,295.7219251336899,411.2831858407079,301.0695187165776,458.34674175382145
2022-01-17,302.40641711229955,442.6588897827836,307.7540106951872,484.49316170555096
2022-01-18,309.0909090909092,453.1174577634755,314.43850267379685,500.1810136765888
2022-01-19,315.7754010695188,447.88817377312955,321.1229946524065,500.1810136765888
2022-01-20,322.4598930481284,474.0345937248593,327.80748663101605,494.95172968624286
2022-01-21,329.14438502673806,468.80530973451334,334.49197860962573,489.7224456958969
2022-01-24,335.82887700534764,474.0345937248593,341.1764705882353,505.41029766693475
2022-01-25,342.5133689839573,500.1810136765888,347.860962566845,536.7860016090104
2022-01-26,349.1978609625669,510.6395816572807,354.54545454545456,531.5567176186645
2022-01-27,355.8823529411766,515.8688656476266,361.22994652406425,573.3909895414321
2022-01-28,362.56684491978615,526.3274336283185,367.9144385026738,562.9324215607402
2022-02-03,369.25133689839583,500.1810136765888,374.5989304812835,542.0152855993564
2022-02-04,375.9358288770054,500.1810136765888,381.2834224598931,531.5567176186645
2022-02-07,382.6203208556151,489.7224456958969,387.96791443850276,515.8688656476266
2022-02-08,389.30481283422466,489.7224456958969,394.65240641711233,510.6395816572807
2022-02-09,395.98930481283435,474.0345937248593,401.336898395722,500.1810136765888
2022-02-10,402.6737967914439,474.0345937248593,408.0213903743316,494.95172968624286
2022-02-11,409.3582887700536,484.49316170555096,414.7058823529413,500.1810136765888
2022-02-14,416.0427807486632,494.95172968624286,421.39037433155084,531.5567176186645
2022-02-15,422.72727272727286,521.0981496379726,428.07486631016053,557.7031375703942
2022-02-16,429.41176470588243,521.0981496379726,434.7593582887701,542.0152855993564
2022-02-17,436.0962566844921,505.41029766693475,441.4438502673798,536.7860016090104
2022-02-18,442.7807486631017,510.6395816572807,448.12834224598936,531.5567176186645
2022-02-21,449.4652406417114,500.1810136765888,454.81283422459904,531.5567176186645
2022-02-22,456.14973262032095,515.8688656476266,461.4973262032086,547.2445695897023
2022-02-23,462.83422459893063,494.95172968624286,468.1818181818183,521.0981496379726
2022-02-24,469.5187165775402,494.95172968624286,474.8663101604279,531.5567176186645
2022-02-25,476.2032085561499,500.1810136765888,481.55080213903756,526.3274336283185
2022-02-28,482.88770053475946,500.1810136765888,488.23529411764713,510.6395816572807
2022-03-02,489.57219251336903,484.49316170555096,494.9197860962567,515.8688656476266
2022-03-03,496.2566844919787,474.0345937248593,501.6042780748664,494.95172968624286
2022-03-04,502.9411764705883,474.0345937248593,508.288770053476,494.95172968624286
2022-03-07,509.625668449198,479.26387771520524,514.9732620320857,510.6395816572807
2022-03-08,516.3101604278075,494.95172968624286,521.6577540106953,521.0981496379726
2022-03-10,522.9946524064171,494.95172968624286,528.3422459893048,515.8688656476266
2022-03-11,529.6791443850268,494.95172968624286,535.0267379679145,505.41029766693475
2022-03-14,536.3636363636364,489.7224456958969,541.7112299465241,505.41029766693475
2022-03-15,543.0481283422461,500.1810136765888,548.3957219251338,510.6395816572807
2022-03-16,549.7326203208556,484.49316170555096,555.0802139037434,500.1810136765888
2022-03-17,556.4171122994653,463.5760257441674,561.764705882353,489.7224456958969
2022-03-18,563.1016042780749,442.6588897827836,568.4491978609626,474.0345937248593
2022-03-21,569.7860962566846,437.42960579243766,575.1336898395723,463.5760257441674
2022-03-22,576.4705882352941,432.2003218020917,581.8181818181819,458.34674175382145
2022-03-23,583.1550802139038,426.97103781174576,588.5026737967916,453.1174577634755
2022-03-24,589.8395721925135,432.2003218020917,595.1871657754012,447.88817377312955
2022-03-25,596.5240641711231,432.2003218020917,601.8716577540108,458.34674175382145
2022-03-28,603.2085561497328,447.88817377312955,608.5561497326205,468.80530973451334
2022-03-29,609.8930481283423,442.6588897827836,615.2406417112301,468.80530973451334
2022-03-30,616.577540106952,442.6588897827836,621.9251336898398,463.5760257441674
2022-03-31,623.2620320855616,447.88817377312955,628.6096256684493,463.5760257441674
2022-04-01,629.9465240641712,442.6588897827836,635.2941176470589,463.5760257441674
2022-04-04,636.6310160427809,426.97103781174576,641.9786096256686,447.88817377312955
2022-04-05,643.3155080213904,426.97103781174576,648.6631016042782,447.88817377312955
2022-04-06,650.0000000000001,426.97103781174576,655.3475935828878,468.80530973451334
2022-04-07,656.6844919786097,453.1174577634755,662.0320855614974,468.80530973451334
2022-04-08,663.3689839572194,437.42960579243766,668.7165775401071,463.5760257441674
2022-04-11,670.0534759358289,453.1174577634755,675.4010695187167,468.80530973451334
2022-04-12,676.7379679144386,421.7417538213998,682.0855614973264,463.5760257441674
2022-04-13,683.4224598930482,426.97103781174576,688.7700534759359,442.6588897827836
2022-04-14,690.1069518716579,353.7610619469027,695.4545454545456,437.42960579243766
2022-04-15,696.7914438502675,113.21399839098956,702.1390374331552,400.824617860016
2022-04-18,703.4759358288771,196.8825422365245,708.8235294117649,291.00965406275134
2022-04-19,710.1604278074867,202.11182622687045,715.5080213903744,311.92679002413513
2022-04-20,716.8449197860964,60.92115848753008,722.1925133689841,280.55108608205944
2022-04-21,723.529411764706,160.27755430410286,728.8770053475937,259.6339501206759
2022-04-22,730.2139037433157,81.83829444891387,735.5614973262034,233.48753016894614
2022-04-25,736.8983957219252,29.545454545454618,742.245989304813,149.8189863234112
2022-04-26,743.5828877005349,66.15044247787603,748.9304812834226,191.65325824617855
2022-04-27,750.2673796791445,92.29686242960577,755.6149732620322,291.00965406275134
2022-04-28,756.9518716577542,233.48753016894614,762.2994652406419,306.6975060337892
2022-04-29,763.6363636363637,207.3411102172164,768.9839572192515,285.7803700724054
2022-05-02,770.3208556149734,259.6339501206759,775.6684491978612,306.6975060337892
2022-05-03,777.005347593583,264.8632341110218,782.3529411764707,301.46822204344323
2022-05-04,783.6898395721927,259.6339501206759,789.0374331550804,317.1560740144811
2022-05-06,790.3743315508023,233.48753016894614,795.72192513369,296.2389380530973
2022-05-09,797.0588235294119,243.94609814963803,802.4064171122997,364.2196299275946
2022-05-10,803.7433155080215,45.23330651649246,809.0909090909092,390.3660498793241
2022-05-11,810.4278074866312,134.13113435237335,815.7754010695189,212.57039420756234
2022-05-12,817.1122994652408,144.58970233306525,822.4598930481285,254.40466613032993
2022-05-13,823.7967914438505,196.8825422365245,829.1443850267382,291.00965406275134
2022-05-16,830.48128342246,238.71681415929208,835.8288770053477,285.7803700724054
2022-05-17,837.1657754010696,228.2582461786002,842.5133689839573,270.09251810136755
2022-05-18,843.8502673796793,223.02896218825424,849.197860962567,280.55108608205944
2022-05-19,850.5347593582889,254.40466613032993,855.8823529411766,306.6975060337892
2022-05-20,857.2192513368985,270.09251810136755,862.5668449197863,291.00965406275134
2022-05-23,863.9037433155081,285.7803700724054,869.2513368983958,358.99034593724866
2022-05-24,870.5882352941178,296.2389380530973,875.9358288770055,379.9074818986322
2022-05-25,877.2727272727274,348.53177795655677,882.6203208556151,379.9074818986322
2022-05-26,883.957219251337,338.07320997586487,889.3048128342248,364.2196299275946
2022-05-27,890.6417112299466,317.1560740144811,895.9893048128343,364.2196299275946
2022-05-30,897.3262032085563,301.46822204344323,902.673796791444,353.7610619469027
2022-05-31,904.0106951871659,285.7803700724054,909.3582887700536,332.8439259855189
2022-06-02,910.6951871657756,275.3218020917135,916.0427807486633,311.92679002413513
2022-06-03,917.3796791443851,275.3218020917135,922.7272727272729,306.6975060337892
2022-06-07,924.0641711229948,301.46822204344323,929.4117647058825,338.07320997586487
2022-06-08,930.7486631016044,306.6975060337892,936.0962566844921,338.07320997586487
2022-06-09,937.4331550802141,327.614641995173,942.7807486631018,348.53177795655677
2022-06-10,944.1176470588236,311.92679002413513,949.4652406417114,353.7610619469027
2022-06-13,950.8021390374333,358.99034593724866,956.1497326203211,406.05390185036197
2022-06-14,957.4866310160429,416.51246983105386,962.8342245989306,453.1174577634755
2022-06-15,964.1711229946526,411.2831858407079,969.5187165775403,458.34674175382145
2022-06-16,970.8556149732622,416.51246983105386,976.2032085561499,458.34674175382145
2022-06-17,977.5401069518718,442.6588897827836,982.8877005347596,489.7224456958969
2022-06-20,984.2245989304814,447.88817377312955,989.5721925133691,526.3274336283185
2022-06-21,990.9090909090911,494.95172968624286,996.2566844919788,531.5567176186645
2022-06-22,997.5935828877007,500.1810136765888,1002.9411764705884,557.7031375703942
2022-06-23,1004.2780748663104,536.7860016090104,1009.6256684491981,594.3081255028156
2022-06-24,1010.9625668449199,547.2445695897023,1016.3101604278077,591.1705551086083
2022-06-27,1017.6470588235296,521.0981496379726,1022.9946524064173,557.7031375703942
2022-06-28,1024.3315508021392,515.8688656476266,1029.679144385027,542.0152855993564
2022-06-29,1031.0160427807489,526.3274336283185,1036.3636363636367,552.4738535800483
2022-06-30,1037.7005347593583,521.0981496379726,1043.0481283422462,547.2445695897023
2022-07-01,1044.385026737968,526.3274336283185,1049.7326203208559,557.7031375703942
2022-07-04,1051.0695187165777,531.5567176186645,1056.4171122994655,573.3909895414321
2022-07-05,1057.7540106951872,521.0981496379726,1063.101604278075,562.9324215607402
2022-07-06,1064.4385026737968,531.5567176186645,1069.7860962566847,562.9324215607402
2022-07-07,1071.1229946524065,531.5567176186645,1076.4705882352944,562.9324215607402
2022-07-08,1077.8074866310162,474.0345937248593,1083.155080213904,531.5567176186645
2022-07-11,1084.4919786096257,489.7224456958969,1089.8395721925135,526.3274336283185
2022-07-12,1091.1764705882354,505.41029766693475,1096.5240641711232,547.2445695897023
2022-07-13,1097.860962566845,500.1810136765888,1103.2085561497329,542.0152855993564
2022-07-14,1104.5454545454545,505.41029766693475,1109.8930481283423,531.5567176186645
2022-07-15,1111.2299465240642,510.6395816572807,1116.577540106952,536.7860016090104
2022-07-18,1117.9144385026739,505.41029766693475,1123.2620320855617,536.7860016090104
2022-07-19,1124.5989304812836,494.95172968624286,1129.9465240641714,515.8688656476266
2022-07-20,1131.283422459893,484.49316170555096,1136.6310160427809,505.41029766693475
2022-07-21,1137.9679144385027,494.95172968624286,1143.3155080213905,510.6395816572807
2022-07-22,1144.6524064171124,494.95172968624286,1150.0000000000002,515.8688656476266
2022-07-25,1151.336898395722,484.49316170555096,1156.68449197861,515.8688656476266
2022-07-26,1158.0213903743315,489.7224456958969,1163.3689839572194,505.41029766693475
2022-07-27,1164.7058823529412,489.7224456958969,1170.053475935829,510.6395816572807
2022-07-28,1171.390374331551,479.26387771520524,1176.7379679144387,500.1810136765888
2022-07-29,1178.0748663101606,447.88817377312955,1183.4224598930484,494.95172968624286
2022-08-01,1184.75935828877,453.1174577634755,1190.1069518716579,474.0345937248593
2022-08-02,1191.4438502673797,458.34674175382145,1196.7914438502676,484.49316170555096
2022-08-03,1198.1283422459894,421.7417538213998,1203.4759358288773,468.80530973451334
2022-08-04,1204.812834224599,416.51246983105386,1210.160427807487,453.1174577634755
2022-08-05,1211.4973262032086,416.51246983105386,1216.8449197860964,442.6588897827836
2022-08-08,1218.1818181818182,421.7417538213998,1223.529411764706,447.88817377312955
2022-08-09,1224.866310160428,432.2003218020917,1230.2139037433158,447.88817377312955
2022-08-10,1231.5508021390376,416.51246983105386,1236.8983957219255,442.6588897827836
2022-08-11,1238.235294117647,406.05390185036197,1243.582887700535,426.97103781174576
2022-08-12,1244.9197860962568,395.59533386967007,1250.2673796791446,416.51246983105386
2022-08-16,1251.6042780748664,379.9074818986322,1256.9518716577543,411.2831858407079
2022-08-17,1258.2887700534761,395.59533386967007,1263.636363636364,421.7417538213998
2022-08-18,1264.9732620320856,400.824617860016,1270.3208556149734,442.6588897827836
2022-08-19,1271.6577540106953,369.44891391794056,1277.005347593583,416.51246983105386
2022-08-22,1278.342245989305,364.2196299275946,1283.6898395721928,406.05390185036197
2022-08-23,1285.0267379679144,348.53177795655677,1290.3743315508023,390.3660498793241
2022-08-24,1291.711229946524,358.99034593724866,1297.058823529412,395.59533386967007
2022-08-25,1298.3957219251338,364.2196299275946,1303.7433155080216,385.1367658889782
2022-08-26,1305.0802139037435,358.99034593724866,1310.4278074866313,385.1367658889782
2022-08-29,1311.764705882353,395.59533386967007,1317.1122994652408,426.97103781174576
2022-08-30,1318.4491978609626,390.3660498793241,1323.7967914438505,416.51246983105386
2022-08-31,1325.1336898395723,400.824617860016,1330.4812834224601,421.7417538213998
2022-09-01,1331.818181818182,406.05390185036197,1337.1657754010698,426.97103781174576
2022-09-02,1338.5026737967914,416.51246983105386,1343.8502673796793,447.88817377312955
2022-09-05,1345.1871657754011,437.42960579243766,1350.534759358289,463.5760257441674
2022-09-06,1351.8716577540108,432.2003218020917,1357.2192513368987,458.34674175382145
2022-09-07,1358.5561497326205,426.97103781174576,1363.9037433155083,453.1174577634755
2022-09-08,1365.24064171123,437.42960579243766,1370.5882352941178,463.5760257441674
2022-09-13,1371.9251336898396,364.2196299275946,1377.2727272727275,447.88817377312955
2022-09-14,1378.6096256684493,426.97103781174576,1383.9572192513372,468.80530973451334
2022-09-15,1385.294117647059,426.97103781174576,1390.6417112299468,447.88817377312955
2022-09-16,1391.9786096256685,437.42960579243766,1397.3262032085563,463.5760257441674
2022-09-19,1398.6631016042782,453.1174577634755,1404.010695187166,479.26387771520524
2022-09-20,1405.3475935828878,442.6588897827836,1410.6951871657757,474.0345937248593
2022-09-21,1412.0320855614975,442.6588897827836,1417.3796791443854,463.5760257441674
2022-09-22,1418.716577540107,468.80530973451334,1424.0641711229948,489.7224456958969
2022-09-23,1425.4010695187167,468.80530973451334,1430.7486631016045,500.1810136765888
2022-09-26,1432.0855614973264,484.49316170555096,1437.4331550802142,547.2445695897023
2022-09-27,1438.770053475936,542.0152855993564,1444.1176470588239,573.3909895414321
2022-09-28,1445.4545454545455,542.0152855993564,1450.8021390374333,576.5285599356395
2022-09-29,1452.1390374331552,542.0152855993564,1457.486631016043,568.1617055510861
2022-09-30,1458.8235294117649,542.0152855993564,1464.1711229946527,581.7578439259854
2022-10-04,1465.5080213903746,531.5567176186645,1470.8556149732624,573.3909895414321
2022-10-05,1472.192513368984,526.3274336283185,1477.5401069518718,562.9324215607402
2022-10-06,1478.8770053475937,536.7860016090104,1484.2245989304815,557.7031375703942
2022-10-07,1485.5614973262034,536.7860016090104,1490.9090909090912,562.9324215607402
2022-10-11,1492.2459893048128,552.4738535800483,1497.5935828877007,581.7578439259854
2022-10-12,1498.9304812834225,568.1617055510861,1504.2780748663104,582.8037007240547
2022-10-13,1505.6149732620322,580.7119871279164,1510.96256684492,620.4545454545454
2022-10-14,1512.299465240642,582.8037007240547,1517.6470588235297,609.9959774738536
2022-10-17,1518.9839572192514,576.5285599356395,1524.3315508021392,604.7666934835077
2022-10-18,1525.668449197861,562.9324215607402,1531.0160427807489,580.7119871279164
2022-10-19,1532.3529411764707,557.7031375703942,1537.7005347593586,574.4368463395011
2022-10-20,1539.0374331550804,568.1617055510861,1544.3850267379682,586.9871279163314
2022-10-21,1545.7219251336899,562.9324215607402,1551.0695187165777,593.2622687047466
2022-10-24,1552.4064171122996,557.7031375703942,1557.7540106951874,578.620273531778
2022-10-25,1559.0909090909092,568.1617055510861,1564.438502673797,583.849557522124
2022-10-26,1565.775401069519,568.1617055510861,1571.1229946524068,583.849557522124
2022-10-27,1572.4598930481284,552.4738535800483,1577.8074866310162,578.620273531778
2022-10-28,1579.144385026738,552.4738535800483,1584.491978609626,568.1617055510861
2022-10-31,1585.8288770053477,547.2445695897023,1591.1764705882356,573.3909895414321
2022-11-01,1592.5133689839574,536.7860016090104,1597.8609625668453,568.1617055510861
2022-11-02,1599.197860962567,505.41029766693475,1604.5454545454547,547.2445695897023
2022-11-03,1605.8823529411766,515.8688656476266,1611.2299465240644,547.2445695897023
2022-11-04,1612.5668449197863,505.41029766693475,1617.914438502674,536.7860016090104
2022-11-07,1619.251336898396,505.41029766693475,1624.5989304812838,521.0981496379726
2022-11-08,1625.9358288770054,505.41029766693475,1631.2834224598932,526.3274336283185
2022-11-09,1632.620320855615,500.1810136765888,1637.967914438503,521.0981496379726
2022-11-10,1639.3048128342248,484.49316170555096,1644.6524064171126,526.3274336283185
2022-11-11,1645.9893048128345,468.80530973451334,1651.3368983957223,494.95172968624286
2022-11-14,1652.673796791444,463.5760257441674,1658.0213903743318,489.7224456958969
2022-11-15,1659.3582887700536,421.7417538213998,1664.7058823529414,468.80530973451334
2022-11-16,1666.0427807486633,411.2831858407079,1671.3903743315511,447.88817377312955
2022-11-17,1672.727272727273,426.97103781174576,1678.0748663101608,453.1174577634755
2022-11-18,1679.4117647058824,426.97103781174576,1684.7593582887703,453.1174577634755
2022-11-21,1686.0962566844921,437.42960579243766,1691.44385026738,474.0345937248593
2022-11-22,1692.7807486631018,458.34674175382145,1698.1283422459896,474.0345937248593
2022-11-23,1699.4652406417113,447.88817377312955,1704.812834224599,474.0345937248593
2022-11-24,1706.149732620321,442.6588897827836,1711.4973262032088,463.5760257441674
2022-11-25,1712.8342245989306,442.6588897827836,1718.1818181818185,468.80530973451334
